product_name,price,rating,rating_count,Key specifications  Robot type,Key specifications  Robot vacuum cleaner height i,Key specifications  Suction station height i,Key specifications  Battery life,Key specifications  Max. noise level,Key specifications  Robot vacuum cleaner features,Key specifications  Smart home ecosystem,Key specifications  Item number,General information  Manufacturer,General information  Category,General information  Manufacturer no.,General information  Release date,General information  Sales rank in Category Robot vacuum cleaners,General information  May include power adapter,Colour  Colour,Colour  Exact colour description,Robot vacuum cleaner properties  Robot type,Robot vacuum cleaner properties  Cleaning functions,Robot vacuum cleaner properties  Robot vacuum cleaner features,Robot vacuum cleaner properties  Max. Suction power i,Robot vacuum cleaner properties  Filter + Dust bag volume,Robot vacuum cleaner properties  Water tank capacity,Robot vacuum cleaner properties  Max. noise level,Robot vacuum cleaner properties  Suitable surfaces,Robot vacuum cleaner properties  Max. Height door sill,Robot vacuum cleaner properties  Filter type,Robot vacuum cleaner properties  Room area i,Smart home features  Smart Home,Smart home features  Smart home ecosystem,Smart home features  Communication standard,Origin  Country of origin i,Model  Model name,Model  Model number,Battery properties  Battery life,Battery properties  Charging time,Battery properties  Battery type,Battery properties  Capacity,Battery properties  Power capacity,Battery properties  Voltage,Power supplyi  Power consumption,Scope of delivery  Scope of delivery,Product dimensions  Robot vacuum cleaner height i,Product dimensions  Suction station height i,Product dimensions  Diameter,Product dimensions  Length,Product dimensions  Width,Product dimensions  Weight,Package dimensions  Length,Package dimensions  Width,Package dimensions  Height,Package dimensions  Weight,Key specifications  Documents,General information  External links,Ingredients and instructions for use  Ingredients,Sustainability  Manufacturer commitment i,Ingredients and instructions for use  Instructions for use,Key specifications  Device type,Key specifications  Power,Key specifications  Length,Key specifications  Width,Key specifications  Height,Key specifications  Colour,General information  Sales rank in Category Fun kitchen gadgets,Fun Kitchen features  Device type,Power supplyi  Power,Product dimensions  Height
Xiaomi Roidmi EVE CC,228,5.0,1,Vacuum mopping robot,9.70 cm,9.70 cm,180 min,76 dB,"Automatic dust emptying, Automatic power adjustment",,38784774,Xiaomi,Robot vacuum cleaners,EVE CC,25.9.2023,68 of 471,Yes,White,White/Black,Vacuum mopping robot,"Damp mopping, Vacuuming","Automatic dust emptying, Automatic power adjustment",3800 Pa,0.26 l,0.30 l,76 dB,"Hard floor, Laminate, Linoleum, Parquet flooring, Tiles, Wood",17 mm,HEPA filter,,Compatible,,,"Austria, Croatia, Czech Republic, France, Germany, Hungary, Poland, Romania, Slovakia, Slovenia",,,180 min,190.20 min,Li-ion,3200 mAh,40 Wh,20 V,650 W,"Cleaning station, Manual, Water reservoir",9.70 cm,9.70 cm,,32.50 cm,32.50 cm,2.80 kg,39 cm,36 cm,40 cm,8 kg,,,,,,,,,,,,,,,
Proscenic Q8 Saugroboter mit Wischfunktion,189,1.0,1,Vacuum mopping robot,9.70 cm,,200 min,,,,49005909,Proscenic,Robot vacuum cleaners,,31.8.2024,,No,,,Vacuum mopping robot,"Damp mopping, Vacuuming",,4200 Pa,0.35 l,0.25 l,,Carpet,,,230 m²,,,,China,,,200 min,,,3200 mAh,,,,,9.70 cm,,32 cm,,,,43.30 cm,36.90 cm,13.80 cm,4.42 kg,,,,,,,,,,,,,,,
Medion MD 11782 X10,177,,1,Robot vacuum,9.50 cm,9.50 cm,120 min,65 dB,Laser navigation,"Amazon Alexa, Apple Home, Google Assistant",39535399,Medion,Robot vacuum cleaners,50073584,26.3.2024,174 of 471,No,White,White,Robot vacuum,"Damp mopping, Vacuuming",Laser navigation,2700 Pa,0.30 l,0.30 l,65 dB,"Carpet, Hard floor",,HEPA filter,,Compatible,"Amazon Alexa, Apple Home, Google Assistant",Google Assistant,,,"MD 11782 X10 2in1 Robot Vacuum Cleaner with laser navigation, White",120 min,300 min,Li-ion,2500 mAh,,14.80 V,,Remote control,9.50 cm,9.50 cm,34.50 cm,34.50 cm,34.50 cm,3.20 kg,50.50 cm,41.50 cm,14.50 cm,5.71 kg,,,,,,,,,,,,,,,
iRobot Roomba i3,33807,4.5,75,Robot vacuum,9.20 cm,,90 min,70 dB,"Obstacle detector, Programmable cleaning schedules, Programmable room boundary, Staircase safe","Amazon Alexa, Apple Siri, Google Assistant, IFTTT, Swisscom HOME App",15651075,iRobot,Robot vacuum cleaners,i315840,22.4.2021,,,"Black, Grey","Black, Gray",Robot vacuum,Vacuuming,"Obstacle detector, Programmable cleaning schedules, Programmable room boundary, Staircase safe",,0.40 l,,70 dB,"Carpet, Laminate, Parquet flooring, Plastic, Stone, Tiles, Tiles",16 mm,High-performance filters,185 m²,Compatible,"Amazon Alexa, Apple Siri, Google Assistant, IFTTT, Swisscom HOME App","Amazon Alexa, Apple HomeKit, Google Assistant",,Roomba i3+,Roomba i3,90 min,90 min,Li-ion,1850 mAh,26 Wh,,,"Home Base Charging Station, Power cord, Replacement filter",9.20 cm,,34.20 cm,34.20 cm,34.20 cm,3.18 kg,44 cm,14.50 cm,47 cm,5.18 kg,,,,,,,,,,,,,,,
Domo DO7293S,178,4.5,2,Robot vacuum,8 cm,,120 min,65 dB,Programmable cleaning schedules,,19152132,Domo,Robot vacuum cleaners,DO7293S,22.1.2024,89 of 471,,Black,Black,Robot vacuum,Vacuuming,Programmable cleaning schedules,,0.55 l,,65 dB,"Carpet, Laminate, Parquet flooring, Stone, Tiles",,HEPA filter,,Not compatible,,,,,DO7293S,120 min,240 min,Li-ion,,22 Wh,14.40 V,22 W,Robot vacuum cleaner,8 cm,,32.50 cm,32.50 cm,32.50 cm,3.50 kg,47 cm,38 cm,12 cm,3.92 kg,,,,,,,,,,,,,,,
Narwal Freo,519,4.2,20,Vacuum mopping robot,10.50 cm,35 cm,225 min,57 dB,"Base station, Carpet detection, Obstacle detector, Programmable room boundary, Staircase safe","Amazon Alexa, Apple Siri, Google Assistant",37192470,Narwal,Robot vacuum cleaners,CP-ZD-A00008-00-00,22.7.2023,118 of 471,No,White,White,Vacuum mopping robot,"Damp mopping, Vacuuming","Base station, Carpet detection, Obstacle detector, Programmable room boundary, Staircase safe",3000 Pa,0.48 l,4.50 l,57 dB,"Carpet, Hard floor, Laminate, Linoleum, Parquet flooring, Tiles",20 mm,,,Compatible,"Amazon Alexa, Apple Siri, Google Assistant",,China,,Freo,225 min,210 min,Li-ion,5200 mAh,,14.40 V,72 W,,10.50 cm,35 cm,35.15 cm,35 cm,35 cm,13.10 kg,65.50 cm,41.20 cm,46.50 cm,16.99 kg,,,,,,,,,,,,,,,
Rowenta RR7447 Explorer 60,35341,3.9,52,Vacuum mopping robot,6 cm,6 cm,90 min,65 dB,"Laser navigation, Obstacle detector","Amazon Alexa, Google Assistant",13189355,Rowenta,Robot vacuum cleaners,RR7447WH,28.7.2020,137 of 471,No,White,White,Vacuum mopping robot,"Damp mopping, Vacuuming","Laser navigation, Obstacle detector",4000 Pa,0.36 l,0.11 l,65 dB,"Carpet, Hard floor, Parquet flooring, Tiles",,High-performance filters,,Compatible,"Amazon Alexa, Google Assistant",Google Assistant,,,RR7447,90 min,300 min,Li-ion,,,,,"1x operating manual, 1x water container, 2x wiping pad",6 cm,6 cm,3.40 cm,34 cm,34 cm,4 kg,52 cm,41 cm,12.30 cm,4.62 kg,,,,SBTi,,,,,,,,,,,
Roborock S7 MaxV Plus,880,4.8,210,Robot vacuum,9.65 cm,,180 min,67 dB,"Base station, Camera function",Google Assistant,20378807,Roborock,Robot vacuum cleaners,S7MP52-00,1.4.2022,109 of 471,Yes,Black,Black,Robot vacuum,"Damp mopping, Vacuuming","Base station, Camera function",5100 Pa,1.50 l,0.20 l,67 dB,"Carpet, Laminate, Linoleum, Tiles",20 mm,HEPA filter,,Compatible,Google Assistant,"Amazon Alexa, Google Assistant",,S7 Max Ultra,S7 MaxV Plus,180 min,360 min,Li-ion,5200 mAh,74 Wh,,74 W,"Dust filters, Robot vacuum, Suction station, Wiping module",9.65 cm,,35 cm,35 cm,35 cm,4.65 kg,54 cm,43 cm,54 cm,11.40 kg,,,,,,,,,,,,,,,
Philips 2000 Series XU2100/20,26415,5.0,1,Vacuum mopping robot,9.70 cm,,130 min,66 dB,Automatic detergent addition,,43669522,Philips,Robot vacuum cleaners,XU2100/20,1.7.2024,100 of 471,Yes,White,White,Vacuum mopping robot,"Damp mopping, Vacuuming",Automatic detergent addition,2700 Pa,25 l,28 l,66 dB,,,EPA filter,120 m²,Compatible,,,China,,"20, XU2100",130 min,3300 min,Li-ion,2600 mAh,,144 V,,,9.70 cm,,35 cm,35 cm,35 cm,31 kg,39 cm,35 cm,40 cm,7.67 kg,,,,SBTi,,,,,,,,,,,
Ecovacs Deebot Ozmo 950,45360,4.3,257,Vacuum mopping robot,9.30 cm,,200 min,66 dB,"Laser navigation, Obstacle detector, Programmable room boundary, Staircase safe",Amazon Alexa,11586093,Ecovacs,Robot vacuum cleaners,O950,7.8.2019,86 of 471,No,Black,Black,Vacuum mopping robot,"Damp mopping, Vacuuming","Laser navigation, Obstacle detector, Programmable room boundary, Staircase safe",1500 Pa,0.43 l,0.24 l,66 dB,"Carpet, Hard floor",20 mm,Dust filters,250 m²,Compatible,Amazon Alexa,Amazon Alexa,,,"DEEBOT_OZMO_950, ECODO950",200 min,300 min,Li-ion,5200 mAh,,20 V,20 W,"1 wiping cloth attachment, 2 Dust filter, Additional brush, Attachment for direct suction, Charging station, Cleaning accessory, User manual",9.30 cm,,35 cm,35 cm,35 cm,4.50 kg,42.80 cm,43 cm,18 cm,10.98 kg,,,,,,,,,,,,,,,
Ecovacs Deebot X1 Omni,1015,4.2,87,Vacuum mopping robot,10.30 cm,57.80 cm,140 min,68 dB,"Base station, Camera function, Obstacle detector, Programmable room boundary, Staircase safe","Amazon Alexa, Google Assistant",20372449,Ecovacs,Robot vacuum cleaners,D-X1OM,17.1.2023,108 of 471,Yes,Black,"Black, Gray",Vacuum mopping robot,"Damp mopping, Vacuuming","Base station, Camera function, Obstacle detector, Programmable room boundary, Staircase safe",5000 Pa,0.40 l,0.08 l,68 dB,Universal,20 mm,High-performance filters,360 m²,Compatible,"Amazon Alexa, Google Assistant",,,,Deebot X1 Omni,140 min,390 min,Li-ion,5200 mAh,45 Wh,14.80 V,45 W,"Charging station and cleaning station, Cleaning brush",10.30 cm,57.80 cm,36.20 cm,36.20 cm,36.20 cm,17 kg,54.50 cm,49.30 cm,66 cm,24.44 kg,,,,,,,,,,,,,,,
Eureka Nere10s,306,,87,Vacuum mopping robot,9.70 cm,44.25 cm,180 min,83 dB,Base station,"Amazon Alexa, Google Assistant",44976360,Eureka,Robot vacuum cleaners,EA100003,16.4.2024,,Yes,White,White,Vacuum mopping robot,"Damp mopping, Vacuuming",Base station,,,,83 dB,,,,,Compatible,"Amazon Alexa, Google Assistant",,Netherlands,,NERE10s White,180 min,,,,,,,,9.70 cm,44.25 cm,,,,,38 cm,33 cm,48 cm,10.70 kg,,,,,,,,,,,,,,,
Dreame X40 Ultra,920,2.3,3,Robot vacuum,15 cm,53 cm,180 min,76 dB,"Automatic dust emptying, Base station, Independent emptying, Obstacle detector","Amazon Alexa, Google Assistant",45133153,Dreame,Robot vacuum cleaners,RLX63CE,23.4.2024,101 of 471,Yes,White,White,Robot vacuum,"Damp mopping, Vacuuming","Automatic dust emptying, Base station, Independent emptying, Obstacle detector",12000 Pa,0.30 l,0.30 l,76 dB,"Carpet, Hard floor",,,,Compatible,"Amazon Alexa, Google Assistant",,,X40 Ultra Complete,RLX63CE,180 min,270 min,Li-ion,6400 mAh,75 Wh,14.40 V,,"Base station ramp extension x 1, Cleaning agent x 1, Cleaning tool x 1, Dust collector, Dust container x 1, Main brush, Main brush guard, Manual, Mop cloths x 2, Optical input, Power cord, Robots, Side brush, Ward",15 cm,53 cm,40 cm,40 cm,4 cm,14.90 kg,65 cm,45 cm,43 cm,18.44 kg,,,,,,,,,,,,,,,
Electrolux ER61UW1DB,20304,1.5,2,Vacuum mopping robot,7.80 cm,,120 min,72 dB,,,37345199,Electrolux,Robot vacuum cleaners,900 402 068,4.8.2023,,No,Blue,Denim Blue Solid,Vacuum mopping robot,"Damp mopping, Vacuuming",,,0.22 l,,72 dB,"Laminate, Linoleum, Parquet flooring",,Without filter,84 m²,Compatible,,,,,ER61UW1DB,120 min,240 min,,,,14.40 V,,"Battery charger, Cleaning brush, Magnetic strips, Mop",7.80 cm,,35 cm,7.80 cm,7.80 cm,2.90 kg,,,,,,,,SBTi,,,,,,,,,,,
Ecovacs Deebot X8 Pro Omni,1043,3.0,2,Robot vacuum,9.80 cm,47.70 cm,145 min,65 dB,Obstacle detector,"Amazon Alexa, Google Assistant",53705419,Ecovacs,Robot vacuum cleaners,DEX56-12EC,19.12.2024,84 of 471,,Black,Black,Robot vacuum,"Damp mopping, Vacuuming",Obstacle detector,18000 Pa,0.22 l,0.11 l,65 dB,"Carpet, Hard floor, Laminate, Linoleum, Parquet flooring, Tiles",20 mm,,156 m²,Compatible,"Amazon Alexa, Google Assistant",,,,,145 min,258 min,Li-ion,6400 mAh,80 Wh,,,"1 DEEBOT X8 PRO OMNI, 1 main brush, 1 mop-..., 1 OMNI station",9.80 cm,47.70 cm,,35.30 cm,35.15 cm,5.30 kg,,,,,,,,,,,,,,,,,,,
Ecovacs Deebot X2 Omni,67837,3.5,20,Vacuum mopping robot,9.50 cm,52.80 cm,186 min,65.50 dB,"Carpet detection, Configurable cleaning programmes, Obstacle detector, Programmable room boundary","Amazon Alexa, Google Assistant",37547220,Ecovacs,Robot vacuum cleaners,6943757617982,15.9.2023,120 of 471,Yes,Black,Black,Vacuum mopping robot,"Damp mopping, Vacuuming","Carpet detection, Configurable cleaning programmes, Obstacle detector, Programmable room boundary",8000 Pa,0.42 l,4 l,65.50 dB,"Carpet, Hard floor, Tiles",22 mm,Fine particulate air filters,140 m²,Compatible,"Amazon Alexa, Google Assistant",Amazon Alexa,China,,DEEBOT X2 OMNI,186 min,330 min,Li-ion,5200 mAh,45 Wh,14.40 V,45 W,"Charging stadium, Side brushes, User manual, Wipes, Wiping plate",9.50 cm,52.80 cm,16 cm,32 cm,35.30 cm,19.60 kg,46 cm,47 cm,63 cm,20 kg,,,,,,,,,,,,,,,
Zaco V4 Max,183,,20,Robot vacuum,7.60 cm,,100 min,69 dB,,"Amazon Alexa, Google Home",52325138,Zaco,Robot vacuum cleaners,502149,21.10.2024,204 of 471,No,Grey,Dark grey,Robot vacuum,Vacuuming,,3000 Pa,0.30 l,0.30 l,69 dB,"Carpet, Parquet flooring, Tiles",,Fine particulate air filters,100 m²,Compatible,"Amazon Alexa, Google Home",Amazon Alexa,China,,,100 min,300 min,Li-ion,2600 mAh,,,,"Charging station, Dust collector, Fine particulate air filters, Li-Ion battery, Power supply, Remote control, Side brushes and operating instructions, ZACO V4 Max Robot Vacuum Cleaner",7.60 cm,,30.50 cm,,,2.10 kg,41.90 cm,36.90 cm,14.20 cm,3.74 kg,,,,,,,,,,,,,,,
Ecovacs Deebot T9+,34085,4.4,108,Vacuum mopping robot,9.30 cm,,175 min,67 dB,"Base station, Laser navigation, Obstacle detector, Programmable room boundary, Staircase safe","Amazon Alexa, Google Assistant",15599460,Ecovacs,Robot vacuum cleaners,06943757600724,28.5.2021,143 of 471,Yes,White,White,Vacuum mopping robot,"Damp mopping, Vacuuming","Base station, Laser navigation, Obstacle detector, Programmable room boundary, Staircase safe",3000 Pa,0.42 l,0.18 l,67 dB,"Carpet, Laminate, Parquet flooring, Tiles",20 mm,HEPA filter,,Compatible,"Amazon Alexa, Google Assistant",,,,"Automatic extraction station CH1918, D-CD01-2051",175 min,390 min,Li-ion,3200 mAh,,14.40 V,50 W,"Brush, Charging station, Filter, Robots",9.30 cm,,35.30 cm,35.30 cm,35.30 cm,7.90 kg,46.20 cm,39.30 cm,46.40 cm,12.35 kg,,,,,,,,,,,,,,,
Philips 3000 series XU3000/01,53090,5.0,4,Vacuum mopping robot,9 cm,9.60 cm,230 min,54 dB,"Infrared sensor, Laser navigation, Programmable room boundary",Amazon Alexa,32729914,Philips,Robot vacuum cleaners,XU3000/01,11.5.2023,113 of 471,No,Black,"Beluga Metallic, Dark",Vacuum mopping robot,"Damp mopping, Vacuuming","Infrared sensor, Laser navigation, Programmable room boundary",4000 Pa,35 l,3 l,54 dB,"Carpet, Hard floor",17 mm,EPA filter,150 m²,Compatible,Amazon Alexa,Amazon Alexa,China,,,230 min,3900 min,Li-ion,4800 mAh,,147 V,,"1x Charging station, 1x robot hoover, 2x washable",9 cm,9.60 cm,34.10 cm,146 cm,154 cm,38 kg,50 cm,42 cm,14 cm,5.81 kg,,,,SBTi,,,,,,,,,,,
Kärcher RCF 3,340,4.0,13,Mopping robot,12 cm,12 cm,120 min,,,,42610142,Kärcher,Robot vacuum cleaners,1.269-660.0,11.1.2024,77 of 471,No,"Black, White","Black, White",Mopping robot,Damp mopping,,,1.15 l,0.43 l,,"Carpet, Laminate, Parquet flooring, Tiles",15 mm,Dust filters,80 m²,Not compatible,,,China,,RCF 3,120 min,180 min,Li-ion,5200 mAh,70 Wh,240 V,,"1x Charging station, 1x cleaning tool, 1x fresh water tank, 1x RCF 3 mopping robot, 1x waste water tank, 2x microfibre rollers",12 cm,12 cm,34 cm,34 cm,34 cm,4.50 kg,44 cm,45 cm,16 cm,7.18 kg,,,,SBTi,,,,,,,,,,,
Zaco V5sPro,137,4.2,16,Vacuum mopping robot,8.10 cm,,120 min,65 dB,Base station,"Amazon Alexa, Google Assistant",10261017,Zaco,Robot vacuum cleaners,501731,19.12.2018,,No,Gold,"Gold, White",Vacuum mopping robot,"Damp mopping, Vacuuming",Base station,,0.30 l,0.30 l,65 dB,Universal,,"Fine particulate air filters, Particle filter",,Compatible,"Amazon Alexa, Google Assistant",,China,,,120 min,348 min,Li-ion,2400 mAh,,14.80 V,20 W,"2 side brushes, Adapter cable, Charging station, Cleaning tool, Manual, Microfiber cloth, Remote control incl. batteries, Wiping module",8.10 cm,,30 cm,8.10 cm,29.97 cm,2.20 kg,43 cm,37 cm,12.30 cm,4 kg,,,,,,,,,,,,,,,
Philips XU7100/02 PCIP,550,4.7,3,Vacuum mopping robot,9.70 cm,4.70 cm,180 min,65 dB,Obstacle detector,Amazon Alexa,37186477,Philips,Robot vacuum cleaners,XU7100/02,21.7.2023,117 of 471,Yes,"Gold, White","Gold, Silk White",Vacuum mopping robot,"Damp mopping, Vacuuming",Obstacle detector,5000 Pa,3.26 l,0.24 l,65 dB,"Carpet, Hard floor",,EPA filter,,Compatible,Amazon Alexa,,,,"02, XU7100",180 min,300 min,Li-ion,5200 mAh,,14.40 V,,Instruction manual,9.70 cm,4.70 cm,35 cm,46 cm,39 cm,4 kg,47.40 cm,40.60 cm,54.70 cm,15.11 kg,,,,SBTi,,,,,,,,,,,
Zaco M1S,45825,,146,Vacuum mopping robot,9.65 cm,,180 min,72 dB,"Infrared sensor, Laser navigation",,33187885,Zaco,Robot vacuum cleaners,501914,17.5.2023,,,White,White,Vacuum mopping robot,"Damp mopping, Vacuuming","Infrared sensor, Laser navigation",3200 Pa,0.45 l,4 l,72 dB,Carpet,,Fine particulate air filters,250 m²,Compatible,,,China,,,180 min,18000 min,,5200 mAh,50 Wh,14.40 V,50 W,,9.65 cm,,35 cm,35.30 cm,35.30 cm,4.65 kg,53.10 cm,45.10 cm,45.10 cm,17.91 kg,,,,,,,,,,,,,,,
"eufy Clean RoboVac X8 Robot Vacuum Cleaner Black Compatible with Amazon Alexa, compatible with Google Home,...",563,5.0,1,Vacuum mopping robot,9.72 cm,,180 min,60 dB,Laser navigation,"Amazon Alexa, Google Home",19496645,eufy Clean,Robot vacuum cleaners,T2261G11,25.2.2022,90 of 471,No,Black,Black,Vacuum mopping robot,"Damp mopping, Vacuuming",Laser navigation,,0.40 l,0.40 l,60 dB,,,HEPA filter,,Compatible,"Amazon Alexa, Google Home",,,,T2261G11,180 min,300 min,Li-ion,,60 Wh,,60 W,,9.72 cm,,34.60 cm,34.50 cm,34.50 cm,3.50 kg,43 cm,46 cm,18 cm,6.48 kg,,,,,,,,,,,,,,,
Neato D9,51934,3.7,10,Robot vacuum,10.20 cm,,200 min,68 dB,"Camera function, Laser navigation, Programmable room boundary","Amazon Alexa, Google Assistant",15737803,Neato Robotics,Robot vacuum cleaners,945-0358,26.4.2021,,,Black,Black,Robot vacuum,Vacuuming,"Camera function, Laser navigation, Programmable room boundary",,0.70 l,,68 dB,"Carpet, Hard floor",,HEPA filter,,Compatible,"Amazon Alexa, Google Assistant",,,,945-0358,200 min,100 min,Li-ion,,,,30 W,1 piece,10.20 cm,,,32.30 cm,33.60 cm,3.34 kg,46 cm,47 cm,17 cm,6.72 kg,,,,,,,,,,,,,,,
Xiaomi Mi Mop,18420,4.5,65,Robot vacuum,8.20 cm,,90 min,60 dB,Camera function,Amazon Alexa,12880457,Xiaomi,Robot vacuum cleaners,PN101012,10.3.2020,,,White,White,Robot vacuum,"Damp mopping, Vacuuming",Camera function,2500 Pa,0.60 l,0.20 l,60 dB,Universal,20 mm,HEPA filter,,Compatible,Amazon Alexa,,,,SKV4093GL,90 min,180 min,Li-ion,2400 mAh,,14.40 V,40 W,"1x hoover, 1x charger, 1x water tank",8.20 cm,,35 cm,35 cm,35.30 cm,3.60 kg,53 cm,41 cm,20 cm,4.90 kg,,,,,,,,,,,,,,,
Ecovacs Deebot Ozmo T8 AIVI+,783,4.3,212,Vacuum mopping robot,9.36 cm,,180 min,67 dB,"Base station, Laser navigation, Obstacle detector, Programmable room boundary, Staircase safe","Amazon Alexa, Google Assistant",17440684,Ecovacs,Robot vacuum cleaners,DBX11,8.11.2021,,,Black,,Vacuum mopping robot,"Damp mopping, Vacuuming","Base station, Laser navigation, Obstacle detector, Programmable room boundary, Staircase safe",,0.43 l,0.24 l,67 dB,"Carpet, Laminate, Parquet flooring, Tiles",20 mm,High-performance filters,,Compatible,"Amazon Alexa, Google Assistant",,,,Deebot Ozmo T8 AIVI,180 min,390 min,Li-ion,5200 mAh,,14.40 V,40 W,"Charging station, Device, Dust filters, Manual, Microfibre cloth, Side brush, Water reservoir, Wipe attachment, Wiping cloth",9.36 cm,,35.30 cm,35.30 cm,35.30 cm,4.30 kg,47.60 cm,41.20 cm,47.80 cm,13.20 kg,,,,,,,,,,,,,,,
Zaco V5 Max,183,4.0,1,Vacuum mopping robot,7.90 cm,,300 min,70 dB,Programmable cleaning schedules,"Amazon Alexa, Google Assistant",48075461,Zaco,Robot vacuum cleaners,502147,30.8.2024,104 of 471,No,Gold,Champagne Gold,Vacuum mopping robot,"Damp mopping, Vacuuming",Programmable cleaning schedules,3000 Pa,0.30 l,0.25 l,70 dB,"Carpet, Hard floor",,HEPA filter,120 m²,Compatible,"Amazon Alexa, Google Assistant",,China,,V5 Max,300 min,300 min,Li-ion,3200 mAh,30 Wh,,30 W,"Charging station, Fine particulate air filters, Li-Ion battery, Microfibre cloth and operating instructions, Power supply, Remote control (incl. batteries), Side brushes, ZACO V5 Max robot hoover with 300ml dust container and 250ml water tank",7.90 cm,,33 cm,,,3 kg,43.80 cm,39.30 cm,13 cm,4.52 kg,,,,,,,,,,,,,,,
Aeco Vacubot X5 vacuum and mopping robot,12390,,1,Vacuum mopping robot,9.40 cm,,160 min,68 dB,,,52644388,Aeco,Robot vacuum cleaners,A900005,5.11.2024,129 of 471,No,Black,Black,Vacuum mopping robot,"Damp mopping, Vacuuming",,5000 Pa,0.28 l,0.32 l,68 dB,,,,120 m²,Compatible,,,China,,,160 min,300 min,Li-ion,3200 mAh,,,35 W,"Aeco VacuBot X5, Charging station, Cleaning tool, Dust container, Filter, IR remote control, Microfibre mop cloth, Power supply, Side brush, User manual",9.40 cm,,33 cm,,,2.60 kg,42.50 cm,35.50 cm,12.50 cm,3.83 kg,,,,,,,,,,,,,,,
TP-Link Tapo RV20 Mop Plus,591,,1,Vacuum mopping robot,7.85 cm,38.13 cm,180 min,51 dB,Base station,"Amazon Alexa, Google Assistant",42085799,TP-Link,Robot vacuum cleaners,TAPO RV20 MOP PLUS,13.1.2024,123 of 471,Yes,"Black, White","Black, White",Vacuum mopping robot,"Damp mopping, Vacuuming",Base station,2700 Pa,4 l,0.30 l,51 dB,,,HEPA filter,,Compatible,"Amazon Alexa, Google Assistant","Amazon Alexa, Google Assistant",,,,180 min,,,2600 mAh,,16.80 V,45 W,Base station,7.85 cm,38.13 cm,34.22 cm,34.22 cm,34.26 cm,,45 cm,42 cm,37 cm,10.23 kg,,,,,,,,,,,,,,,
Ecovacs DEEBOT N10 PLUS,32385,4.7,3,Vacuum mopping robot,9.30 cm,43 cm,180 min,70 dB,"Obstacle detector, Programmable room boundary","Amazon Alexa, Google Assistant",37547218,Ecovacs,Robot vacuum cleaners,DEEBOT N10 PLUS,11.3.2024,76 of 471,Yes,White,"Black, White",Vacuum mopping robot,"Damp mopping, Vacuuming","Obstacle detector, Programmable room boundary",43000 Pa,25 l,0.24 l,70 dB,"Carpet, Hard floor, Laminate, Parquet flooring, Tiles",20 mm,,400 m²,Compatible,"Amazon Alexa, Google Assistant",Amazon Alexa,,,N10 PLUS,180 min,360 min,Li-ion,5200 mAh,400 Wh,14.80 V,40 W,"Cleaning tool, Manual, Vacuum cleaners",9.30 cm,43 cm,35 cm,30 cm,42 cm,3.50 kg,48.50 cm,40 cm,48 cm,12.79 kg,,,,,,,,,,,,,,,
eufy X10 Pro Omni EU,614,2.8,4,Vacuum mopping robot,9.70 cm,46 cm,120 min,,Obstacle detector,"Amazon Alexa, Google Assistant",44720807,eufy,Robot vacuum cleaners,T2351G11,3.4.2024,185 of 471,Yes,Black,Black,Vacuum mopping robot,Damp mopping,Obstacle detector,8000 Pa,2.50 l,3 l,,Carpet,12 mm,,,Compatible,"Amazon Alexa, Google Assistant","Apple Siri, Google Assistant",China,,X10 Pro Omni EU,120 min,,,5200 mAh,8000 Wh,,,,9.70 cm,46 cm,32.50 cm,32.70 cm,32.50 cm,5.30 kg,44 cm,50 cm,39 cm,16.15 kg,,,,,,,,,,,,,,,
Neato D8,29655,3.3,13,Robot vacuum,10.20 cm,,100 min,69 dB,"Laser navigation, Programmable room boundary","Amazon Alexa, Google Assistant",15712474,Neato Robotics,Robot vacuum cleaners,945-0373,21.4.2021,,,Blue,Indigo,Robot vacuum,Vacuuming,"Laser navigation, Programmable room boundary",,0.70 l,,69 dB,"Carpet, Hard floor",,HEPA filter,,Compatible,"Amazon Alexa, Google Assistant",,,,,100 min,100 min,Li-ion,,,,30 W,,10.20 cm,,,32.30 cm,33.60 cm,3.34 kg,,,,,,,,,,,,,,,,,,,
SwitchBot Mini Robot Vacuum K10+,434,2.0,1,Robot vacuum,9.20 cm,32.30 cm,,48 dB,Obstacle detector,"Amazon Alexa, Google Assistant",42825343,SwitchBot,Robot vacuum cleaners,W3011020,8.2.2024,181 of 471,Yes,White,White,Robot vacuum,Vacuuming,Obstacle detector,2500 Pa,4 l,,48 dB,"Carpet, Hard floor, Parquet flooring, Tiles",20 mm,,,Compatible,"Amazon Alexa, Google Assistant","Amazon Alexa, Google Assistant",,,,,,,3200 mAh,30 Wh,,,,9.20 cm,32.30 cm,24.80 cm,248 cm,24.80 cm,3 kg,34.80 cm,31.50 cm,42 cm,8.50 kg,,,,,,,,,,,,,,,
